Timestamp, AirTC_out, RH_out, AirTC_in, RH_in
2025-11-30 15:10:00, 23.56, 29.86, 26.47, 26.07
2025-11-30 15:20:00, 23.41, 30.24, 26.11, 26.89
2025-11-30 15:30:00, 23.88, 29.09, 27.27, 25.53
2025-11-30 15:40:00, 23.46, 30.45, 26.58, 27.1
2025-11-30 15:50:00, 23.04, 30.66, 25.42, 27.88
2025-11-30 16:00:00, 23.75, 29.75, 26.48, 26.47
2025-11-30 16:10:00, 24.08, 29.0, 26.94, 25.84
2025-11-30 16:20:00, 23.92, 28.73, 26.54, 26.13
2025-11-30 16:30:00, 23.57, 29.65, 25.7, 27.31
2025-11-30 16:40:00, 22.93, 30.64, 24.97, 28.1
2025-11-30 16:50:00, 22.62, 31.46, 24.48, 28.99
2025-11-30 17:00:00, 22.4, 32.07, 23.67, 30.19
2025-11-30 17:10:00, 21.88, 35.84, 22.95, 33.36
2025-11-30 17:20:00, 20.98, 44.01, 21.93, 41.53
2025-11-30 17:30:00, 20.41, 45.62, 21.1, 44.23
2025-11-30 17:40:00, 20.03, 46.76, 20.47, 46.02
2025-11-30 17:50:00, 19.73, 47.6, 19.97, 47.37
2025-11-30 18:00:00, 19.38, 48.88, 19.42, 49.26
2025-11-30 18:10:00, 18.99, 49.62, 18.87, 50.6
2025-11-30 18:20:00, 18.69, 50.45, 18.4, 51.84
2025-11-30 18:30:00, 18.35, 51.43, 18.08, 52.77
2025-11-30 18:40:00, 18.12, 52.14, 17.84, 53.46
2025-11-30 18:50:00, 17.85, 53.1, 17.56, 54.4
2025-11-30 19:00:00, 17.56, 54.14, 17.28, 55.41
2025-11-30 19:10:00, 17.65, 53.6, 17.31, 55.11
2025-11-30 19:20:00, 18.07, 50.1, 17.77, 51.89
2025-11-30 19:30:00, 18.01, 45.71, 17.71, 47.78
2025-11-30 19:40:00, 17.69, 45.93, 16.99, 49.97
2025-11-30 19:50:00, 17.33, 46.7, 16.37, 51.14
2025-11-30 20:00:00, 17.0, 46.7, 16.14, 51.31
2025-11-30 20:10:00, 16.74, 47.86, 15.7, 52.46
2025-11-30 20:20:00, 16.76, 47.2, 15.31, 53.3
2025-11-30 20:30:00, 16.67, 47.24, 15.11, 53.8
2025-11-30 20:40:00, 16.25, 48.09, 14.5, 55.65
2025-11-30 20:50:00, 15.71, 50.68, 13.91, 57.62
2025-11-30 21:00:00, 15.41, 52.17, 13.5, 59.31
2025-11-30 21:10:00, 14.82, 54.25, 13.02, 61.45
2025-11-30 21:20:00, 14.7, 54.03, 12.69, 62.73
2025-11-30 21:30:00, 14.4, 53.32, 12.68, 62.02
2025-11-30 21:40:00, 14.8, 51.05, 12.98, 60.28
2025-11-30 21:50:00, 15.06, 50.7, 13.77, 56.75
2025-11-30 22:00:00, 15.08, 49.39, 14.25, 54.34
2025-11-30 22:10:00, 14.88, 51.71, 14.47, 53.43
2025-11-30 22:20:00, 14.48, 53.53, 14.23, 54.68
2025-11-30 22:30:00, 14.32, 57.09, 13.94, 56.31
2025-11-30 22:40:00, 14.1, 59.55, 13.7, 58.57
2025-11-30 22:50:00, 14.02, 60.13, 13.28, 61.54
2025-11-30 23:00:00, 14.07, 60.68, 13.13, 63.8
2025-11-30 23:10:00, 13.84, 61.99, 12.7, 65.71
2025-11-30 23:20:00, 13.2, 63.99, 11.91, 68.81
2025-11-30 23:30:00, 12.64, 66.37, 11.23, 71.66
2025-11-30 23:40:00, 12.42, 68.26, 10.93, 73.52
2025-11-30 23:50:00, 12.52, 67.28, 11.18, 72.9
2025-12-01 00:00:00, 12.4, 67.61, 11.22, 72.45
2025-12-01 00:10:00, 12.11, 68.13, 10.73, 74.42
2025-12-01 00:20:00, 11.54, 69.44, 10.29, 74.6
2025-12-01 00:30:00, 11.37, 70.16, 9.96, 75.94
2025-12-01 00:40:00, 11.52, 69.94, 9.72, 77.23
2025-12-01 00:50:00, 11.54, 70.55, 9.69, 77.83
2025-12-01 01:00:00, 11.31, 72.21, 9.58, 78.59
2025-12-01 01:10:00, 11.07, 73.48, 9.09, 80.1
2025-12-01 01:20:00, 10.59, 75.63, 8.62, 81.4
2025-12-01 01:30:00, 10.2, 76.99, 8.29, 82.4
2025-12-01 01:40:00, 9.86, 78.65, 8.09, 83.1
2025-12-01 01:50:00, 9.8, 78.99, 7.881, 83.4
2025-12-01 02:00:00, 10.26, 77.64, 8.07, 84.1
2025-12-01 02:10:00, 10.36, 77.2, 8.11, 84.2
2025-12-01 02:20:00, 9.95, 78.36, 7.549, 84.2
2025-12-01 02:30:00, 9.71, 78.99, 7.365, 85.1
2025-12-01 02:40:00, 9.7, 79.3, 7.383, 85.4
2025-12-01 02:50:00, 9.62, 79.76, 7.211, 85.9
2025-12-01 03:00:00, 9.71, 79.37, 7.276, 85.7
2025-12-01 03:10:00, 9.64, 79.37, 7.13, 84.8
2025-12-01 03:20:00, 9.36, 80.5, 6.876, 85.6
2025-12-01 03:30:00, 8.88, 82.1, 6.592, 86.7
2025-12-01 03:40:00, 8.71, 83.7, 6.684, 87.0
2025-12-01 03:50:00, 8.92, 82.2, 6.935, 86.7
2025-12-01 04:00:00, 8.79, 83.2, 6.887, 86.3
2025-12-01 04:10:00, 8.59, 84.2, 6.613, 86.9
2025-12-01 04:20:00, 8.6, 84.0, 6.461, 86.9
2025-12-01 04:30:00, 8.59, 82.6, 6.393, 87.0
2025-12-01 04:40:00, 8.29, 84.0, 6.246, 87.6
2025-12-01 04:50:00, 8.14, 84.7, 6.145, 87.2
2025-12-01 05:00:00, 7.948, 85.1, 5.836, 86.9
2025-12-01 05:10:00, 7.825, 84.7, 5.832, 86.9
2025-12-01 05:20:00, 8.09, 82.5, 5.963, 87.7
2025-12-01 05:30:00, 7.933, 82.6, 5.494, 86.6
2025-12-01 05:40:00, 7.532, 85.4, 5.401, 88.2
2025-12-01 05:50:00, 7.485, 85.5, 5.464, 87.7
2025-12-01 06:00:00, 7.233, 86.8, 5.438, 87.8
2025-12-01 06:10:00, 7.05, 88.2, 5.297, 87.8
2025-12-01 06:20:00, 6.986, 88.2, 5.196, 88.0
2025-12-01 06:30:00, 6.934, 88.1, 5.118, 88.4
2025-12-01 06:40:00, 7.115, 87.3, 5.198, 88.4
2025-12-01 06:50:00, 7.081, 84.8, 5.089, 88.2
2025-12-01 07:00:00, 7.03, 85.0, 4.909, 87.2
2025-12-01 07:10:00, 7.068, 84.1, 4.935, 87.0
2025-12-01 07:20:00, 6.993, 85.1, 5.005, 86.9
2025-12-01 07:30:00, 7.236, 83.6, 5.443, 86.3
2025-12-01 07:40:00, 8.19, 78.43, 6.577, 82.8
2025-12-01 07:50:00, 9.28, 73.37, 7.973, 78.19
2025-12-01 08:00:00, 9.84, 71.32, 9.89, 72.64
2025-12-01 08:10:00, 10.5, 69.59, 11.94, 67.2
2025-12-01 08:20:00, 11.9, 64.83, 13.75, 63.0
2025-12-01 08:30:00, 12.6, 62.58, 15.55, 59.23
2025-12-01 08:40:00, 13.32, 60.11, 16.7, 54.8
2025-12-01 08:50:00, 13.93, 57.59, 17.22, 50.15
2025-12-01 09:00:00, 14.14, 57.51, 17.08, 50.24
2025-12-01 09:10:00, 14.32, 57.09, 16.7, 50.91
2025-12-01 09:20:00, 14.41, 58.41, 17.09, 50.6
2025-12-01 09:30:00, 14.52, 56.86, 17.5, 49.14
2025-12-01 09:40:00, 15.22, 54.23, 17.09, 49.01
2025-12-01 09:50:00, 16.21, 51.11, 18.7, 45.01
2025-12-01 10:00:00, 15.93, 50.64, 18.78, 44.11
2025-12-01 10:10:00, 16.57, 49.99, 20.47, 40.33
2025-12-01 10:20:00, 17.08, 48.6, 21.13, 39.56
2025-12-01 10:30:00, 17.72, 47.39, 22.59, 37.83
2025-12-01 10:40:00, 18.96, 45.25, 22.37, 38.41
2025-12-01 10:50:00, 19.21, 45.84, 21.43, 40.95
2025-12-01 11:00:00, 19.48, 47.1, 21.43, 42.34
2025-12-01 11:10:00, 19.97, 45.58, 21.37, 42.56
2025-12-01 11:20:00, 20.13, 44.41, 22.69, 39.59
2025-12-01 11:30:00, 20.29, 43.05, 23.17, 37.82
2025-12-01 11:40:00, 20.72, 40.17, 23.05, 36.69
2025-12-01 11:50:00, 21.25, 38.96, 23.15, 35.59
2025-12-01 12:00:00, 21.51, 39.06, 24.05, 35.07
2025-12-01 12:10:00, 21.47, 38.99, 24.64, 34.51
2025-12-01 12:20:00, 21.85, 38.62, 24.29, 35.12
2025-12-01 12:30:00, 21.95, 37.78, 23.91, 35.24
2025-12-01 12:40:00, 22.14, 37.57, 24.14, 34.68
2025-12-01 12:50:00, 22.45, 37.21, 24.68, 34.26
2025-12-01 13:00:00, 22.33, 36.12, 24.59, 33.6
2025-12-01 13:10:00, 22.85, 35.34, 25.6, 31.91
2025-12-01 13:20:00, 22.53, 35.43, 25.19, 32.04
2025-12-01 13:30:00, 22.64, 36.14, 24.97, 33.5
2025-12-01 13:40:00, 23.07, 35.49, 24.85, 32.88
2025-12-01 13:50:00, 22.91, 35.08, 24.76, 32.82
2025-12-01 14:00:00, 22.19, 35.99, 24.17, 33.67
2025-12-01 14:10:00, 22.86, 34.95, 24.84, 32.42
2025-12-01 14:20:00, 22.56, 35.23, 24.84, 32.54
2025-12-01 14:30:00, 22.96, 34.01, 25.4, 30.85
2025-12-01 14:40:00, 22.92, 33.82, 25.28, 30.69
2025-12-01 14:50:00, 22.11, 34.97, 24.51, 32.7
2025-12-01 15:00:00, 21.93, 35.31, 23.75, 33.01
2025-12-01 15:10:00, 21.78, 36.3, 23.0, 34.63
2025-12-01 15:20:00, 21.79, 36.29, 22.95, 34.99
2025-12-01 15:30:00, 21.83, 36.55, 23.11, 34.97
2025-12-01 15:40:00, 21.64, 36.96, 22.69, 35.85
2025-12-01 15:50:00, 22.02, 35.89, 23.17, 34.41
2025-12-01 16:00:00, 22.33, 35.43, 24.0, 33.63
2025-12-01 16:10:00, 22.35, 35.7, 24.12, 33.86
2025-12-01 16:20:00, 21.97, 36.82, 23.7, 34.73
2025-12-01 16:30:00, 21.59, 37.84, 23.25, 35.7
2025-12-01 16:40:00, 21.31, 38.7, 22.74, 36.52
2025-12-01 16:50:00, 21.12, 38.82, 22.42, 37.22
2025-12-01 17:00:00, 20.78, 39.34, 21.8, 38.0
2025-12-01 17:10:00, 20.46, 39.85, 21.21, 38.93
2025-12-01 17:20:00, 20.02, 40.97, 20.53, 40.43
2025-12-01 17:30:00, 19.64, 41.95, 19.91, 41.93
2025-12-01 17:40:00, 19.33, 42.75, 19.42, 43.04
2025-12-01 17:50:00, 19.05, 43.74, 19.02, 44.33
2025-12-01 18:00:00, 18.74, 44.51, 18.59, 45.44
2025-12-01 18:10:00, 18.41, 45.83, 18.21, 46.81
2025-12-01 18:20:00, 18.15, 46.79, 17.84, 48.15
2025-12-01 18:30:00, 17.92, 47.95, 17.58, 49.26
2025-12-01 18:40:00, 17.74, 49.03, 17.4, 50.44
2025-12-01 18:50:00, 17.58, 50.44, 17.22, 51.84
2025-12-01 19:00:00, 17.39, 51.58, 16.96, 53.46
2025-12-01 19:10:00, 17.19, 52.11, 16.6, 54.76
2025-12-01 19:20:00, 17.0, 52.69, 16.52, 54.77
2025-12-01 19:30:00, 16.9, 53.51, 16.46, 55.32
2025-12-01 19:40:00, 16.84, 53.94, 16.21, 56.41
2025-12-01 19:50:00, 16.63, 54.63, 15.94, 57.56
2025-12-01 20:00:00, 16.42, 55.22, 15.59, 58.83
2025-12-01 20:10:00, 16.4, 55.4, 15.33, 59.57
2025-12-01 20:20:00, 16.29, 55.96, 15.2, 60.33
2025-12-01 20:30:00, 16.22, 55.13, 15.46, 58.42
2025-12-01 20:40:00, 16.22, 55.12, 15.98, 56.47
2025-12-01 20:50:00, 16.75, 54.26, 16.41, 55.67
2025-12-01 21:00:00, 16.95, 53.87, 16.65, 55.42
2025-12-01 21:10:00, 16.84, 54.47, 16.44, 56.34
2025-12-01 21:20:00, 16.68, 55.16, 16.07, 57.84
2025-12-01 21:30:00, 16.48, 56.1, 15.63, 59.52
2025-12-01 21:40:00, 16.32, 56.57, 15.24, 60.91
2025-12-01 21:50:00, 15.93, 56.55, 14.91, 61.7
2025-12-01 22:00:00, 15.38, 58.28, 14.09, 64.81
2025-12-01 22:10:00, 14.83, 60.52, 13.13, 67.96
2025-12-01 22:20:00, 14.26, 63.31, 12.46, 70.33
2025-12-01 22:30:00, 14.18, 62.54, 12.29, 71.03
2025-12-01 22:40:00, 14.35, 61.92, 12.45, 69.99
2025-12-01 22:50:00, 13.69, 64.83, 12.06, 71.66
2025-12-01 23:00:00, 13.62, 65.07, 11.71, 73.1
2025-12-01 23:10:00, 13.43, 66.07, 11.4, 74.69
2025-12-01 23:20:00, 12.9, 68.53, 11.03, 75.79
2025-12-01 23:30:00, 12.52, 70.01, 10.57, 77.3
2025-12-01 23:40:00, 12.37, 70.03, 10.43, 78.06
2025-12-01 23:50:00, 11.94, 70.95, 10.27, 77.89
