Timestamp, AirTC_out, RH_out, AirTC_in, RH_in
2025-11-24 00:00:00, 10.15, 66.18, 7.824, 75.96
2025-11-24 00:10:00, 10.44, 64.51, 7.902, 75.85
2025-11-24 00:20:00, 10.42, 63.77, 7.881, 75.75
2025-11-24 00:30:00, 10.23, 63.92, 7.604, 76.1
2025-11-24 00:40:00, 10.01, 64.58, 7.528, 75.89
2025-11-24 00:50:00, 10.04, 64.77, 7.448, 75.23
2025-11-24 01:00:00, 9.61, 66.93, 7.297, 75.37
2025-11-24 01:10:00, 9.49, 68.12, 7.233, 75.8
2025-11-24 01:20:00, 9.49, 68.85, 7.166, 76.57
2025-11-24 01:30:00, 9.41, 69.14, 7.25, 76.99
2025-11-24 01:40:00, 9.15, 69.6, 6.971, 77.64
2025-11-24 01:50:00, 8.97, 69.42, 6.804, 77.88
2025-11-24 02:00:00, 8.54, 70.61, 6.486, 79.31
2025-11-24 02:10:00, 8.09, 71.4, 6.293, 79.81
2025-11-24 02:20:00, 7.78, 71.68, 6.14, 80.0
2025-11-24 02:30:00, 7.853, 70.92, 5.995, 80.1
2025-11-24 02:40:00, 7.943, 71.25, 5.914, 80.2
2025-11-24 02:50:00, 7.894, 71.79, 5.777, 80.1
2025-11-24 03:00:00, 7.55, 75.3, 5.488, 80.6
2025-11-24 03:10:00, 7.773, 74.72, 5.456, 81.4
2025-11-24 03:20:00, 8.1, 71.96, 5.657, 81.4
2025-11-24 03:30:00, 8.02, 72.01, 5.479, 82.3
2025-11-24 03:40:00, 8.08, 70.85, 5.3, 82.6
2025-11-24 03:50:00, 7.988, 71.41, 5.152, 83.1
2025-11-24 04:00:00, 7.383, 74.25, 5.005, 83.1
2025-11-24 04:10:00, 6.826, 77.45, 4.901, 83.2
2025-11-24 04:20:00, 6.782, 77.8, 4.743, 83.7
2025-11-24 04:30:00, 7.033, 76.13, 4.677, 83.8
2025-11-24 04:40:00, 7.414, 73.43, 4.651, 84.0
2025-11-24 04:50:00, 7.393, 73.1, 4.682, 83.7
2025-11-24 05:00:00, 7.081, 74.67, 4.599, 84.1
2025-11-24 05:10:00, 7.005, 74.74, 4.51, 84.2
2025-11-24 05:20:00, 6.789, 75.59, 4.449, 84.1
2025-11-24 05:30:00, 6.414, 79.38, 4.197, 84.9
2025-11-24 05:40:00, 6.212, 79.22, 4.091, 85.0
2025-11-24 05:50:00, 5.975, 81.8, 3.998, 85.3
2025-11-24 06:00:00, 5.708, 82.8, 3.91, 85.2
2025-11-24 06:10:00, 5.731, 83.1, 3.86, 85.5
2025-11-24 06:20:00, 5.904, 81.0, 3.706, 85.9
2025-11-24 06:30:00, 5.764, 81.4, 3.624, 86.2
2025-11-24 06:40:00, 5.854, 81.4, 3.503, 86.4
2025-11-24 06:50:00, 5.891, 80.6, 3.439, 86.3
2025-11-24 07:00:00, 5.317, 83.0, 2.996, 85.9
2025-11-24 07:10:00, 4.903, 85.9, 2.865, 86.6
2025-11-24 07:20:00, 5.0, 85.4, 3.297, 85.4
2025-11-24 07:30:00, 6.192, 79.92, 4.39, 83.8
2025-11-24 07:40:00, 7.728, 73.09, 5.747, 79.59
2025-11-24 07:50:00, 8.13, 71.18, 7.21, 75.69
2025-11-24 08:00:00, 8.69, 68.82, 8.66, 71.05
2025-11-24 08:10:00, 9.74, 65.81, 10.41, 65.37
2025-11-24 08:20:00, 11.24, 59.94, 12.28, 58.51
2025-11-24 08:30:00, 12.28, 56.99, 13.96, 53.83
2025-11-24 08:40:00, 12.87, 56.4, 14.72, 51.85
2025-11-24 08:50:00, 13.33, 55.13, 14.71, 51.74
2025-11-24 09:00:00, 14.18, 52.82, 16.16, 47.71
2025-11-24 09:10:00, 14.91, 50.59, 17.42, 45.47
2025-11-24 09:20:00, 15.4, 50.37, 17.3, 45.92
2025-11-24 09:30:00, 15.6, 51.48, 17.04, 48.18
2025-11-24 09:40:00, 16.56, 50.36, 18.15, 46.29
2025-11-24 09:50:00, 17.76, 46.56, 19.68, 42.88
2025-11-24 10:00:00, 18.04, 43.55, 20.14, 40.15
2025-11-24 10:10:00, 18.37, 40.96, 20.48, 37.47
2025-11-24 10:20:00, 19.04, 38.78, 20.93, 35.59
2025-11-24 10:30:00, 19.54, 36.35, 21.18, 34.04
2025-11-24 10:40:00, 19.9, 34.9, 21.82, 32.21
2025-11-24 10:50:00, 20.16, 33.18, 22.19, 31.25
2025-11-24 11:00:00, 20.27, 32.21, 22.69, 29.54
2025-11-24 11:10:00, 20.61, 30.02, 22.58, 27.84
2025-11-24 11:20:00, 20.56, 28.36, 22.86, 26.3
2025-11-24 11:30:00, 21.45, 27.66, 22.83, 26.54
2025-11-24 11:40:00, 21.58, 26.82, 23.51, 25.41
2025-11-24 11:50:00, 21.71, 26.71, 24.31, 24.43
2025-11-24 12:00:00, 22.07, 26.51, 24.15, 24.71
2025-11-24 12:10:00, 22.5, 25.14, 24.97, 23.76
2025-11-24 12:20:00, 22.2, 24.95, 24.04, 23.59
2025-11-24 12:30:00, 22.2, 24.38, 24.07, 23.34
2025-11-24 12:40:00, 22.96, 22.81, 24.58, 21.87
2025-11-24 12:50:00, 22.32, 23.71, 23.92, 22.42
2025-11-24 13:00:00, 22.84, 22.93, 24.49, 22.06
2025-11-24 13:10:00, 23.5, 22.27, 25.7, 21.06
2025-11-24 13:20:00, 23.31, 22.26, 25.36, 21.27
2025-11-24 13:30:00, 23.3, 22.14, 25.07, 21.19
2025-11-24 13:40:00, 23.3, 21.94, 24.95, 20.78
2025-11-24 13:50:00, 23.17, 21.45, 25.8, 20.27
2025-11-24 14:00:00, 23.27, 21.04, 25.53, 19.7
2025-11-24 14:10:00, 23.96, 20.54, 25.91, 19.49
2025-11-24 14:20:00, 24.43, 19.4, 26.45, 18.32
2025-11-24 14:30:00, 24.75, 18.8, 27.13, 17.58
2025-11-24 14:40:00, 24.47, 19.14, 26.84, 17.93
2025-11-24 14:50:00, 24.47, 18.84, 26.3, 17.89
2025-11-24 15:00:00, 24.41, 18.49, 26.76, 17.63
2025-11-24 15:10:00, 24.43, 18.06, 26.59, 17.15
2025-11-24 15:20:00, 24.26, 17.85, 26.52, 16.77
2025-11-24 15:30:00, 24.6, 18.24, 27.16, 16.97
2025-11-24 15:40:00, 24.85, 17.69, 26.75, 17.01
2025-11-24 15:50:00, 24.92, 17.05, 26.69, 16.39
2025-11-24 16:00:00, 24.71, 17.3, 26.69, 16.48
2025-11-24 16:10:00, 24.87, 17.76, 26.59, 17.02
2025-11-24 16:20:00, 24.79, 17.29, 26.3, 17.11
2025-11-24 16:30:00, 24.84, 17.39, 26.37, 16.95
2025-11-24 16:40:00, 24.95, 18.11, 26.28, 17.78
2025-11-24 16:50:00, 25.05, 17.53, 26.39, 17.33
2025-11-24 17:00:00, 25.26, 16.38, 26.2, 16.93
2025-11-24 17:10:00, 24.83, 17.23, 25.72, 17.72
2025-11-24 17:20:00, 24.65, 17.75, 25.19, 17.77
2025-11-24 17:30:00, 24.32, 18.83, 24.75, 19.46
2025-11-24 17:40:00, 23.38, 20.85, 23.44, 21.91
2025-11-24 17:50:00, 21.99, 23.88, 21.79, 25.29
2025-11-24 18:00:00, 20.58, 31.39, 20.13, 29.46
2025-11-24 18:10:00, 19.91, 36.16, 19.28, 35.23
2025-11-24 18:20:00, 19.42, 38.97, 18.67, 39.86
2025-11-24 18:30:00, 19.02, 40.91, 18.17, 42.72
2025-11-24 18:40:00, 18.53, 43.14, 17.87, 44.8
2025-11-24 18:50:00, 18.02, 45.5, 17.6, 46.66
2025-11-24 19:00:00, 17.5, 47.94, 17.22, 48.86
2025-11-24 19:10:00, 17.09, 49.33, 16.94, 49.95
2025-11-24 19:20:00, 16.79, 50.19, 16.55, 51.15
2025-11-24 19:30:00, 16.49, 50.91, 16.18, 52.24
2025-11-24 19:40:00, 16.35, 51.19, 15.84, 53.16
2025-11-24 19:50:00, 16.1, 51.82, 15.46, 54.25
2025-11-24 20:00:00, 15.92, 51.14, 15.47, 53.12
2025-11-24 20:10:00, 15.71, 50.04, 15.07, 53.43
2025-11-24 20:20:00, 15.48, 50.34, 14.28, 55.49
2025-11-24 20:30:00, 15.29, 50.97, 13.95, 56.26
2025-11-24 20:40:00, 15.2, 50.08, 14.07, 55.53
2025-11-24 20:50:00, 14.74, 45.82, 13.68, 54.68
2025-11-24 21:00:00, 14.48, 42.68, 12.84, 53.45
2025-11-24 21:10:00, 13.99, 45.48, 12.12, 55.0
2025-11-24 21:20:00, 13.85, 47.19, 11.62, 56.01
2025-11-24 21:30:00, 13.39, 50.29, 11.02, 57.07
2025-11-24 21:40:00, 13.14, 53.08, 11.2, 57.72
2025-11-24 21:50:00, 12.98, 54.26, 11.49, 58.1
2025-11-24 22:00:00, 13.03, 54.84, 11.71, 58.56
2025-11-24 22:10:00, 13.26, 54.61, 12.09, 58.29
2025-11-24 22:20:00, 13.44, 54.71, 12.15, 58.72
2025-11-24 22:30:00, 13.48, 54.85, 12.32, 58.73
2025-11-24 22:40:00, 13.34, 55.88, 12.03, 60.32
2025-11-24 22:50:00, 13.18, 56.76, 11.63, 62.12
2025-11-24 23:00:00, 13.01, 57.8, 11.16, 64.33
2025-11-24 23:10:00, 12.76, 58.66, 10.64, 66.78
2025-11-24 23:20:00, 12.45, 58.78, 10.21, 68.24
2025-11-24 23:30:00, 12.1, 59.45, 9.84, 68.06
2025-11-24 23:40:00, 11.63, 62.18, 9.37, 70.24
2025-11-24 23:50:00, 11.3, 63.13, 9.13, 71.4
2025-11-25 00:00:00, 11.02, 65.01, 8.85, 72.64
2025-11-25 00:10:00, 10.81, 66.36, 8.73, 73.55
2025-11-25 00:20:00, 10.58, 68.01, 8.47, 75.05
2025-11-25 00:30:00, 10.35, 68.53, 8.16, 76.5
2025-11-25 00:40:00, 10.23, 68.83, 8.02, 77.13
2025-11-25 00:50:00, 10.28, 69.1, 8.11, 76.93
2025-11-25 01:00:00, 10.44, 68.29, 8.08, 77.48
2025-11-25 01:10:00, 10.35, 69.3, 7.908, 78.29
2025-11-25 01:20:00, 10.25, 69.36, 7.767, 79.05
2025-11-25 01:30:00, 10.37, 69.34, 7.753, 79.07
2025-11-25 01:40:00, 9.98, 71.15, 7.475, 80.0
2025-11-25 01:50:00, 9.8, 71.4, 7.139, 80.5
2025-11-25 02:00:00, 9.77, 71.75, 7.151, 81.1
2025-11-25 02:10:00, 9.37, 73.59, 7.064, 81.6
2025-11-25 02:20:00, 8.99, 75.33, 6.874, 82.3
2025-11-25 02:30:00, 8.91, 75.78, 6.882, 82.5
2025-11-25 02:40:00, 8.93, 75.77, 6.781, 83.3
2025-11-25 02:50:00, 8.66, 76.82, 6.538, 83.1
2025-11-25 03:00:00, 8.38, 78.0, 6.438, 83.8
2025-11-25 03:10:00, 8.59, 77.03, 6.5, 84.0
2025-11-25 03:20:00, 8.2, 78.78, 6.18, 82.5
2025-11-25 03:30:00, 8.1, 79.14, 6.052, 83.6
2025-11-25 03:40:00, 8.25, 79.4, 6.051, 84.5
2025-11-25 03:50:00, 8.38, 78.43, 6.127, 85.0
2025-11-25 04:00:00, 8.29, 78.73, 6.028, 84.3
2025-11-25 04:10:00, 8.35, 78.45, 5.925, 85.0
2025-11-25 04:20:00, 8.22, 77.74, 5.889, 85.4
2025-11-25 04:30:00, 8.33, 77.32, 5.919, 85.7
2025-11-25 04:40:00, 8.33, 77.43, 6.01, 85.6
2025-11-25 04:50:00, 8.34, 77.01, 5.945, 86.0
2025-11-25 05:00:00, 8.09, 79.45, 5.959, 86.0
2025-11-25 05:10:00, 7.661, 81.1, 5.896, 86.1
2025-11-25 05:20:00, 7.239, 82.5, 5.744, 86.1
2025-11-25 05:30:00, 7.236, 83.0, 5.692, 86.4
2025-11-25 05:40:00, 7.422, 80.3, 5.759, 86.0
2025-11-25 05:50:00, 7.315, 82.9, 5.735, 86.3
2025-11-25 06:00:00, 7.337, 83.4, 5.694, 86.7
2025-11-25 06:10:00, 7.435, 82.1, 5.547, 86.7
2025-11-25 06:20:00, 7.197, 81.9, 5.335, 87.0
2025-11-25 06:30:00, 6.905, 83.1, 5.191, 87.1
2025-11-25 06:40:00, 6.903, 83.6, 5.13, 87.3
2025-11-25 06:50:00, 6.958, 84.9, 5.109, 87.3
2025-11-25 07:00:00, 6.851, 85.2, 5.075, 86.9
2025-11-25 07:10:00, 6.903, 83.6, 5.146, 86.4
2025-11-25 07:20:00, 7.152, 83.4, 5.29, 86.0
2025-11-25 07:30:00, 7.553, 82.2, 5.791, 84.5
2025-11-25 07:40:00, 8.24, 77.86, 6.921, 81.6
2025-11-25 07:50:00, 9.26, 72.77, 8.34, 76.89
2025-11-25 08:00:00, 9.69, 70.94, 9.99, 71.5
2025-11-25 08:10:00, 10.48, 68.48, 11.78, 64.83
2025-11-25 08:20:00, 11.84, 63.51, 13.36, 60.0
2025-11-25 08:30:00, 13.28, 58.78, 15.09, 55.62
2025-11-25 08:40:00, 14.11, 55.92, 16.51, 51.06
2025-11-25 08:50:00, 15.06, 52.5, 17.47, 47.52
2025-11-25 09:00:00, 15.69, 51.09, 18.3, 45.09
2025-11-25 09:10:00, 16.13, 49.73, 18.57, 44.88
2025-11-25 09:20:00, 15.8, 50.97, 18.3, 45.07
2025-11-25 09:30:00, 16.16, 50.19, 18.41, 45.08
2025-11-25 09:40:00, 16.96, 47.83, 19.79, 42.19
2025-11-25 09:50:00, 17.25, 47.76, 19.44, 43.26
2025-11-25 10:00:00, 17.3, 47.9, 19.46, 43.64
2025-11-25 10:10:00, 18.19, 45.51, 21.61, 38.04
2025-11-25 10:20:00, 18.65, 43.67, 21.66, 38.04
2025-11-25 10:30:00, 18.9, 43.52, 22.3, 37.49
2025-11-25 10:40:00, 19.43, 42.2, 22.63, 36.92
2025-11-25 10:50:00, 19.81, 41.38, 22.21, 37.06
2025-11-25 11:00:00, 20.05, 41.18, 21.74, 38.4
2025-11-25 11:10:00, 20.41, 39.48, 21.82, 37.05
2025-11-25 11:20:00, 20.87, 37.69, 22.64, 35.05
2025-11-25 11:30:00, 21.18, 34.75, 23.01, 32.74
2025-11-25 11:40:00, 21.34, 31.62, 23.06, 29.83
2025-11-25 11:50:00, 21.9, 32.4, 23.76, 30.34
2025-11-25 12:00:00, 22.19, 31.57, 23.63, 30.35
2025-11-25 12:10:00, 21.8, 31.93, 23.85, 29.79
2025-11-25 12:20:00, 22.86, 29.84, 25.08, 27.56
2025-11-25 12:30:00, 22.06, 30.24, 23.83, 28.5
2025-11-25 12:40:00, 22.35, 29.89, 24.65, 27.68
2025-11-25 12:50:00, 22.63, 29.66, 24.66, 27.98
2025-11-25 13:00:00, 22.62, 30.16, 24.33, 28.25
2025-11-25 13:10:00, 23.08, 29.68, 24.93, 27.66
2025-11-25 13:20:00, 23.26, 29.0, 25.17, 26.94
2025-11-25 13:30:00, 23.75, 28.2, 25.26, 26.83
2025-11-25 13:40:00, 23.91, 28.18, 26.1, 26.15
2025-11-25 13:50:00, 23.86, 27.98, 25.76, 26.47
2025-11-25 14:00:00, 23.8, 27.57, 25.64, 26.13
2025-11-25 14:10:00, 23.99, 26.99, 25.93, 25.21
2025-11-25 14:20:00, 24.12, 26.58, 25.87, 25.17
2025-11-25 14:30:00, 23.81, 26.93, 26.06, 25.31
2025-11-25 14:40:00, 24.51, 26.97, 26.86, 24.88
2025-11-25 14:50:00, 24.41, 27.03, 26.62, 25.11
2025-11-25 15:00:00, 24.75, 26.24, 27.54, 23.85
2025-11-25 15:10:00, 24.39, 26.96, 26.87, 24.97
2025-11-25 15:20:00, 24.51, 26.28, 26.92, 24.26
2025-11-25 15:30:00, 25.09, 25.11, 28.12, 22.78
2025-11-25 15:40:00, 25.54, 24.75, 28.19, 22.83
2025-11-25 15:50:00, 24.94, 24.73, 27.31, 23.28
2025-11-25 16:00:00, 24.74, 24.73, 26.63, 23.8
2025-11-25 16:10:00, 24.23, 24.06, 25.82, 23.41
2025-11-25 16:20:00, 23.85, 23.7, 24.92, 22.83
2025-11-25 16:30:00, 23.89, 24.45, 25.44, 23.36
2025-11-25 16:40:00, 23.42, 24.92, 24.78, 23.97
2025-11-25 16:50:00, 23.18, 25.41, 24.34, 24.44
2025-11-25 17:00:00, 22.9, 26.19, 23.84, 25.43
2025-11-25 17:10:00, 22.6, 26.46, 23.48, 26.15
2025-11-25 17:20:00, 22.23, 26.18, 22.95, 25.94
2025-11-25 17:30:00, 21.72, 26.99, 22.32, 26.71
2025-11-25 17:40:00, 21.17, 26.63, 21.64, 26.57
2025-11-25 17:50:00, 20.78, 27.67, 21.09, 27.66
2025-11-25 18:00:00, 20.46, 28.46, 20.64, 28.58
2025-11-25 18:10:00, 20.07, 30.16, 20.22, 30.17
2025-11-25 18:20:00, 19.72, 32.41, 19.76, 32.51
2025-11-25 18:30:00, 19.42, 33.75, 19.42, 34.12
2025-11-25 18:40:00, 19.15, 35.25, 19.14, 35.65
2025-11-25 18:50:00, 18.78, 36.71, 18.74, 37.13
2025-11-25 19:00:00, 18.44, 37.88, 18.36, 38.35
2025-11-25 19:10:00, 18.22, 38.99, 18.05, 39.55
2025-11-25 19:20:00, 18.22, 39.6, 17.84, 40.78
2025-11-25 19:30:00, 18.12, 40.03, 17.34, 42.5
2025-11-25 19:40:00, 18.02, 39.82, 17.01, 43.45
2025-11-25 19:50:00, 17.83, 39.86, 16.85, 43.74
2025-11-25 20:00:00, 17.56, 41.08, 16.29, 45.57
2025-11-25 20:10:00, 17.44, 42.08, 15.8, 46.93
2025-11-25 20:20:00, 17.14, 43.67, 15.32, 48.7
2025-11-25 20:30:00, 16.8, 44.6, 14.78, 50.96
2025-11-25 20:40:00, 16.58, 45.09, 14.43, 52.36
2025-11-25 20:50:00, 16.24, 46.13, 14.23, 53.0
2025-11-25 21:00:00, 16.01, 46.24, 14.15, 53.0
2025-11-25 21:10:00, 16.06, 45.81, 14.45, 51.57
2025-11-25 21:20:00, 15.97, 46.55, 14.67, 50.84
2025-11-25 21:30:00, 15.7, 46.37, 14.25, 52.44
2025-11-25 21:40:00, 15.3, 47.93, 14.04, 52.84
2025-11-25 21:50:00, 14.83, 49.03, 13.5, 54.91
2025-11-25 22:00:00, 14.46, 50.16, 12.96, 56.52
2025-11-25 22:10:00, 14.18, 51.65, 12.55, 58.14
2025-11-25 22:20:00, 13.52, 54.28, 11.81, 60.25
2025-11-25 22:30:00, 12.86, 55.97, 11.44, 61.28
2025-11-25 22:40:00, 12.92, 55.22, 11.54, 60.95
2025-11-25 22:50:00, 12.78, 56.51, 11.64, 61.06
2025-11-25 23:00:00, 12.72, 56.36, 11.32, 62.33
2025-11-25 23:10:00, 12.35, 59.07, 11.0, 63.24
2025-11-25 23:20:00, 12.05, 60.94, 10.59, 65.75
2025-11-25 23:30:00, 12.03, 60.17, 10.3, 67.81
2025-11-25 23:40:00, 11.91, 60.05, 9.9, 69.64
2025-11-25 23:50:00, 11.62, 60.79, 9.64, 70.48
2025-11-26 00:00:00, 11.54, 60.51, 9.33, 69.85
2025-11-26 00:10:00, 11.22, 61.53, 9.08, 69.67
2025-11-26 00:20:00, 11.52, 60.08, 9.19, 68.98
2025-11-26 00:30:00, 11.44, 60.21, 9.3, 68.84
2025-11-26 00:40:00, 11.48, 60.39, 9.63, 67.82
2025-11-26 00:50:00, 11.73, 60.15, 9.93, 67.15
2025-11-26 01:00:00, 11.63, 61.39, 9.64, 68.6
2025-11-26 01:10:00, 11.64, 61.27, 9.64, 69.53
2025-11-26 01:20:00, 11.58, 61.66, 9.99, 68.59
2025-11-26 01:30:00, 11.45, 62.38, 10.14, 68.29
2025-11-26 01:40:00, 11.26, 62.59, 9.47, 70.43
2025-11-26 01:50:00, 11.08, 64.37, 8.94, 72.45
2025-11-26 02:00:00, 10.86, 65.11, 8.85, 72.59
2025-11-26 02:10:00, 10.97, 63.24, 8.94, 72.52
2025-11-26 02:20:00, 10.55, 65.25, 8.51, 73.47
2025-11-26 02:30:00, 10.41, 65.08, 8.13, 75.21
2025-11-26 02:40:00, 10.24, 66.62, 7.903, 76.22
2025-11-26 02:50:00, 9.7, 68.09, 7.701, 77.24
2025-11-26 03:00:00, 9.53, 67.41, 7.403, 78.57
2025-11-26 03:10:00, 9.59, 67.65, 7.232, 79.21
2025-11-26 03:20:00, 9.57, 67.83, 7.152, 79.23
2025-11-26 03:30:00, 9.1, 70.38, 6.756, 79.44
2025-11-26 03:40:00, 8.59, 73.25, 6.463, 80.3
2025-11-26 03:50:00, 8.81, 70.54, 6.605, 79.96
2025-11-26 04:00:00, 8.43, 72.06, 6.164, 80.7
2025-11-26 04:10:00, 8.16, 73.42, 5.933, 81.5
2025-11-26 04:20:00, 7.899, 74.68, 5.728, 80.7
2025-11-26 04:30:00, 7.857, 72.1, 5.65, 81.7
2025-11-26 04:40:00, 7.969, 71.42, 5.529, 82.0
2025-11-26 04:50:00, 8.03, 71.9, 5.701, 82.1
2025-11-26 05:00:00, 7.774, 72.94, 5.591, 82.8
2025-11-26 05:10:00, 7.591, 73.79, 5.237, 82.7
2025-11-26 05:20:00, 7.721, 70.74, 5.153, 83.0
2025-11-26 05:30:00, 7.609, 71.76, 5.142, 83.3
2025-11-26 05:40:00, 7.541, 72.47, 4.996, 82.4
2025-11-26 05:50:00, 7.331, 74.52, 4.914, 83.4
2025-11-26 06:00:00, 7.251, 74.52, 4.91, 83.8
2025-11-26 06:10:00, 7.102, 76.25, 4.807, 84.3
2025-11-26 06:20:00, 6.902, 75.02, 4.645, 84.4
2025-11-26 06:30:00, 6.762, 74.7, 4.597, 84.1
2025-11-26 06:40:00, 6.56, 76.14, 4.444, 84.2
2025-11-26 06:50:00, 6.532, 77.12, 4.399, 84.5
2025-11-26 07:00:00, 6.603, 76.9, 4.519, 84.8
2025-11-26 07:10:00, 6.744, 78.27, 4.748, 84.7
2025-11-26 07:20:00, 6.969, 77.53, 4.902, 84.2
2025-11-26 07:30:00, 7.055, 77.08, 5.014, 83.2
2025-11-26 07:40:00, 7.963, 70.68, 6.172, 79.62
2025-11-26 07:50:00, 8.99, 67.44, 7.514, 75.62
2025-11-26 08:00:00, 10.08, 65.15, 9.41, 68.93
2025-11-26 08:10:00, 10.63, 63.82, 11.03, 63.14
2025-11-26 08:20:00, 11.38, 63.5, 12.54, 59.27
2025-11-26 08:30:00, 11.98, 68.75, 13.2, 62.21
2025-11-26 08:40:00, 12.44, 67.63, 14.45, 59.52
2025-11-26 08:50:00, 13.13, 67.37, 15.1, 59.5
2025-11-26 09:00:00, 13.21, 69.04, 14.58, 63.5
2025-11-26 09:10:00, 13.26, 67.78, 14.81, 62.44
2025-11-26 09:20:00, 13.71, 63.56, 15.93, 56.6
2025-11-26 09:30:00, 13.67, 67.32, 15.34, 60.99
2025-11-26 09:40:00, 14.06, 67.04, 15.59, 61.63
2025-11-26 09:50:00, 14.4, 65.14, 15.54, 61.41
2025-11-26 10:00:00, 15.06, 62.85, 16.47, 58.45
2025-11-26 10:10:00, 15.45, 62.11, 17.6, 55.43
2025-11-26 10:20:00, 15.96, 60.43, 18.2, 54.41
2025-11-26 10:30:00, 16.71, 56.49, 19.1, 50.58
2025-11-26 10:40:00, 17.16, 53.7, 19.11, 49.3
2025-11-26 10:50:00, 17.47, 51.63, 19.59, 47.12
2025-11-26 11:00:00, 18.06, 47.14, 19.97, 43.28
2025-11-26 11:10:00, 18.17, 44.25, 20.01, 40.93
2025-11-26 11:20:00, 18.8, 42.45, 20.58, 39.61
2025-11-26 11:30:00, 19.0, 42.84, 20.14, 40.77
2025-11-26 11:40:00, 19.08, 45.03, 20.79, 41.65
2025-11-26 11:50:00, 19.52, 44.48, 21.02, 41.8
2025-11-26 12:00:00, 20.17, 42.95, 21.6, 40.51
2025-11-26 12:10:00, 20.46, 41.68, 22.03, 38.84
2025-11-26 12:20:00, 20.78, 39.96, 22.53, 37.32
2025-11-26 12:30:00, 20.76, 39.36, 22.23, 37.06
2025-11-26 12:40:00, 20.91, 39.25, 22.59, 36.26
2025-11-26 12:50:00, 21.44, 37.57, 23.35, 34.86
2025-11-26 13:00:00, 21.45, 37.16, 23.44, 34.33
2025-11-26 13:10:00, 22.05, 35.97, 24.0, 33.15
2025-11-26 13:20:00, 22.28, 34.78, 24.26, 31.97
2025-11-26 13:30:00, 22.49, 35.1, 24.24, 32.72
2025-11-26 13:40:00, 22.66, 34.26, 24.5, 31.79
2025-11-26 13:50:00, 23.51, 32.23, 25.25, 29.86
2025-11-26 14:00:00, 23.48, 33.1, 25.28, 30.71
2025-11-26 14:10:00, 23.69, 31.79, 25.9, 29.14
2025-11-26 14:20:00, 24.05, 30.45, 25.89, 28.29
2025-11-26 14:30:00, 24.72, 26.53, 26.97, 24.99
2025-11-26 14:40:00, 25.0, 25.21, 26.86, 24.01
2025-11-26 14:50:00, 23.99, 26.72, 25.27, 25.6
2025-11-26 15:00:00, 24.4, 25.62, 26.13, 24.38
2025-11-26 15:10:00, 24.68, 24.91, 26.41, 23.73
2025-11-26 15:20:00, 25.39, 23.98, 27.51, 22.38
2025-11-26 15:30:00, 25.86, 24.76, 27.54, 22.96
2025-11-26 15:40:00, 24.95, 26.07, 26.59, 24.74
2025-11-26 15:50:00, 24.48, 26.64, 26.0, 24.7
2025-11-26 16:00:00, 23.28, 31.77, 24.26, 30.16
2025-11-26 16:10:00, 22.07, 37.93, 22.96, 35.82
2025-11-26 16:20:00, 21.49, 40.51, 22.32, 38.7
2025-11-26 16:30:00, 21.16, 42.68, 21.84, 41.01
2025-11-26 16:40:00, 20.72, 44.25, 21.37, 42.87
2025-11-26 16:50:00, 20.39, 45.67, 20.81, 44.78
2025-11-26 17:00:00, 20.14, 42.65, 20.44, 43.37
2025-11-26 17:10:00, 19.91, 45.08, 20.16, 43.85
2025-11-26 17:20:00, 19.6, 47.6, 19.84, 47.1
2025-11-26 17:30:00, 19.42, 46.6, 19.71, 46.47
2025-11-26 17:40:00, 19.09, 46.91, 19.38, 46.49
2025-11-26 17:50:00, 18.7, 50.03, 18.94, 49.28
2025-11-26 18:00:00, 18.25, 52.77, 18.42, 51.91
2025-11-26 18:10:00, 17.59, 56.04, 17.75, 55.46
2025-11-26 18:20:00, 17.37, 56.25, 17.49, 56.04
2025-11-26 18:30:00, 17.19, 55.65, 17.31, 55.56
2025-11-26 18:40:00, 17.03, 55.42, 17.1, 55.58
2025-11-26 18:50:00, 16.85, 56.13, 16.78, 56.32
2025-11-26 19:00:00, 16.66, 56.73, 16.59, 57.03
2025-11-26 19:10:00, 16.53, 57.17, 16.4, 57.81
2025-11-26 19:20:00, 16.4, 57.46, 16.21, 58.29
2025-11-26 19:30:00, 16.23, 58.06, 16.01, 58.91
2025-11-26 19:40:00, 16.01, 59.68, 15.72, 60.29
2025-11-26 19:50:00, 15.64, 62.8, 15.33, 63.29
2025-11-26 20:00:00, 15.28, 64.86, 14.99, 65.75
2025-11-26 20:10:00, 15.16, 65.47, 15.0, 65.88
2025-11-26 20:20:00, 15.0, 66.99, 14.93, 66.97
2025-11-26 20:30:00, 14.95, 67.47, 14.92, 67.34
2025-11-26 20:40:00, 14.96, 67.31, 14.96, 67.14
2025-11-26 20:50:00, 14.94, 67.83, 14.99, 67.3
2025-11-26 21:00:00, 14.87, 68.12, 14.95, 67.7
2025-11-26 21:10:00, 14.82, 68.18, 14.94, 67.73
2025-11-26 21:20:00, 14.82, 68.23, 14.92, 67.8
2025-11-26 21:30:00, 14.88, 67.67, 14.97, 67.37
2025-11-26 21:40:00, 14.94, 67.45, 15.01, 67.04
2025-11-26 21:50:00, 14.84, 68.23, 14.93, 67.71
2025-11-26 22:00:00, 14.74, 68.86, 14.87, 68.17
2025-11-26 22:10:00, 14.67, 69.34, 14.77, 68.82
2025-11-26 22:20:00, 14.58, 69.69, 14.63, 69.47
